iter	Logloss
0	0.6051199512
1	0.5320687663
2	0.4701592676
3	0.4151802083
4	0.3697324512
5	0.3322914941
6	0.2985330241
7	0.2715576579
8	0.2525915413
9	0.2325216878
10	0.2163337524
11	0.2021532235
12	0.1900850049
13	0.1788066349
14	0.1697056299
15	0.1617586458
16	0.1535935946
17	0.1463397567
18	0.1403465625
19	0.1352637223
20	0.1311182731
21	0.1269848039
22	0.1235924569
23	0.1202208944
24	0.1170003003
25	0.1140198201
26	0.1115879329
27	0.1098052494
28	0.1078555017
29	0.1060346667
30	0.104821925
31	0.1035925887
32	0.1023732703
33	0.1012111967
34	0.100024963
35	0.09908334391
36	0.09822069865
37	0.09752521077
38	0.0966827299
39	0.09578772298
40	0.09518612142
41	0.09453363647
42	0.09396995687
43	0.09345962606
44	0.09299357178
45	0.09249256795
46	0.09216529582
47	0.09182269613
48	0.09150783162
49	0.09109700277
50	0.09090989746
51	0.09049238444
52	0.09021621175
53	0.0897733313
54	0.08950249227
55	0.08922430298
56	0.08892686523
57	0.08864037923
58	0.08845208089
59	0.08821779785
60	0.08798171753
61	0.08771617025
62	0.08750406169
63	0.08729913452
64	0.08714894206
65	0.0869426241
66	0.08673474162
67	0.08650468424
68	0.08638265055
69	0.08624430827
70	0.08612247559
71	0.0859152238
72	0.08577534953
73	0.08555799113
74	0.08546434489
75	0.08530773682
76	0.08511768921
77	0.08495873901
78	0.08480530721
79	0.08471955648
80	0.08459478719
81	0.08445804606
82	0.08427401123
83	0.08415135661
84	0.08408362061
85	0.08399928874
86	0.08384578613
87	0.08374420898
88	0.08356453857
89	0.08337081217
90	0.08329038574
91	0.08317400065
92	0.08312828491
93	0.08295475179
94	0.08289725098
95	0.08280664714
96	0.08268717651
97	0.08261960937
98	0.08251121338
99	0.08241811605
100	0.08234591431
101	0.08230206543
102	0.08217749471
103	0.08211770549
104	0.082041132
105	0.08198940633
106	0.08190631673
107	0.08180384359
108	0.0817670516
109	0.08168682902
110	0.08157173381
111	0.08148731689
112	0.0814376709
113	0.0813713505
114	0.08128924845
115	0.0812499585
116	0.0811970695
117	0.08112570923
118	0.0810277299
119	0.08095915649
120	0.08089367065
121	0.08083895955
122	0.08079041097
123	0.08075544067
124	0.0806979126
125	0.08060585775
126	0.08053480957
127	0.08050184896
128	0.08042941447
129	0.08031977702
130	0.08028183594
131	0.08021878377
132	0.08015542033
133	0.08007134359
134	0.08000681193
135	0.07996507284
136	0.07986765666
137	0.07982147176
138	0.07969400187
139	0.07966913778
140	0.07961447225
141	0.07955649577
142	0.07946922811
143	0.07937110067
144	0.0793074703
145	0.07921333293
146	0.07912052002
147	0.07907611125
148	0.07902160807
149	0.07898264282
150	0.07892041138
151	0.07888649211
152	0.07882250203
153	0.07873658854
154	0.07869577148
155	0.07862761027
156	0.0785825061
157	0.07849028239
158	0.07840944377
159	0.07828832642
160	0.07821305745
161	0.07813299398
162	0.07805893433
163	0.07797473511
164	0.07790123047
165	0.07784175171
166	0.07779646077
167	0.07765675903
168	0.07756383586
169	0.07752536051
170	0.07748914185
171	0.07745814006
172	0.07739455241
173	0.07733829671
174	0.07728339437
175	0.0772325472
176	0.07719017415
177	0.07710598104
178	0.07707596354
179	0.07701332479
180	0.0769464506
181	0.07691704468
182	0.07684404175
183	0.07680563558
184	0.07673389201
185	0.07670162272
186	0.07661558268
187	0.07656436198
188	0.07648758789
189	0.07644401082
190	0.07640494588
191	0.07636723104
192	0.07629367594
193	0.07624731486
194	0.07620094808
195	0.07614786336
196	0.07608478353
197	0.07605807821
198	0.07598275553
199	0.07596452189
200	0.07594353068
201	0.07589823161
202	0.07583590129
203	0.07577816488
204	0.07569873698
205	0.07562879557
206	0.07558176676
207	0.07546422201
208	0.07543278402
209	0.07534416423
210	0.07530547201
211	0.07528235107
212	0.07522961263
213	0.07516904175
214	0.07512818278
215	0.07509995361
216	0.075040354
217	0.07502649007
218	0.07500175578
219	0.07492562093
220	0.0748988387
221	0.07485435954
222	0.07472175863
223	0.07467905233
224	0.07464155111
225	0.07460465576
226	0.07456741943
227	0.07453744832
228	0.07452454183
229	0.07443389893
230	0.0744133846
231	0.07437576904
232	0.07429728271
233	0.0742662085
234	0.0741755424
235	0.07416040934
236	0.0741129834
237	0.07405620809
238	0.07402781291
239	0.07397792643
240	0.07395712565
241	0.07391871257
242	0.07388171509
243	0.0738050887
244	0.073766038
245	0.07370962362
246	0.07364119548
247	0.07358876017
248	0.07354922119
249	0.07349278402
250	0.07346460327
251	0.07341257202
252	0.07340206706
253	0.07335043294
254	0.07331761678
255	0.07328719442
256	0.07326222656
257	0.07324677734
258	0.07319960042
259	0.07312460409
260	0.07306418864
261	0.07305324951
262	0.07303795858
263	0.07300298136
264	0.07298208293
265	0.07294742472
266	0.07293580322
267	0.07289130534
268	0.07283623454
269	0.07278227702
270	0.07276176351
271	0.07273070313
272	0.0726802771
273	0.07260854167
274	0.07257720947
275	0.0725530896
276	0.07247037638
277	0.07244248739
278	0.07239195882
279	0.07238052531
280	0.07234159342
281	0.07232421143
282	0.07225589396
283	0.07218498372
284	0.07213231323
285	0.07204576416
286	0.07203812541
287	0.07202217611
288	0.0719713619
289	0.07193506673
290	0.07190200968
291	0.07183928182
292	0.07182042318
293	0.07177791423
294	0.07173933065
295	0.07167899902
296	0.07163805501
297	0.07162461548
298	0.07155060099
299	0.07150435872
300	0.07148589274
301	0.07146072917
302	0.07142905843
303	0.07137924886
304	0.07136960897
305	0.07135961833
306	0.07133310872
307	0.07132045369
308	0.07129043783
309	0.07126673096
310	0.07122189412
311	0.07117858805
312	0.0711546228
313	0.07113699992
314	0.07109516479
315	0.07106170614
316	0.07100936523
317	0.070992854
318	0.07094565186
319	0.07093427734
320	0.07092419922
321	0.07083300537
322	0.07078920654
323	0.07077580363
324	0.07073073405
325	0.07069008952
326	0.07062448039
327	0.07058037516
328	0.0705452828
329	0.07048493368
330	0.07045978231
331	0.07043871175
332	0.07041313354
333	0.07037579753
334	0.07036182861
335	0.0703233903
336	0.07029187581
337	0.07026538249
338	0.07022516276
339	0.07021616252
340	0.07017680054
341	0.07014085815
342	0.07009599731
343	0.07007015706
344	0.06999955078
345	0.06999169678
346	0.06996895264
347	0.069887288
348	0.06978768229
349	0.0697761735
350	0.06974507935
351	0.06966057739
352	0.06960453939
353	0.06958821452
354	0.06953690552
355	0.06944002848
356	0.069422382
357	0.06940187826
358	0.06936913574
359	0.06934375081
360	0.06928884847
361	0.06928191203
362	0.06925768514
363	0.0692226945
364	0.06918204915
365	0.06916132731
